"","x"
"1",51.3092563601251
"2",54.5545475539402
"3",58.7635359936265
"4",50.6088729772611
"5",53.759244730347
"6",54.3972608531433
"7",56.1238641878152
"8",53.2809059274845
"9",59.9534218099588
"10",53.583638963641
"11",55.2529522523777
"12",56.945258332391
"13",52.8219139334886
"14",50.8809930691533
"15",59.3466868809257
"16",47.0667927461845
"17",56.6358137427638
"18",54.1074201540457
"19",57.0384860763812
"20",55.2967954636188
"21",60.2724576157474
"22",50.4002225410684
"23",58.7689146008702
"24",59.8639549266698
"25",54.0148133304844
"26",46.6448808364616
"27",55.4317119078408
"28",52.2103254941058
"29",56.3766098108989
"30",54.868910130532
"31",56.2168158112864
"32",54.9568812032929
"33",57.228493061436
"34",53.1475268385353
"35",51.6699741780607
"36",52.2130185039247
"37",48.8220606625619
"38",51.2922465607089
"39",52.3228142552986
"40",53.2604622979995
"41",52.8492413147057
"42",48.1226904744986
"43",51.4748848195932
"44",59.7106424020429
"45",55.8674817903622
"46",59.9727613067409
"47",53.0835488254756
"48",53.7274672943977
"49",53.4475156453462
"50",50.4036967040778
"51",51.4851385571939
"52",60.1989040671937
"53",52.3132588399725
"54",57.8271465355528
"55",50.8572821190151
"56",48.102365275658
"57",53.0310867187201
"58",56.8075875804259
"59",57.4176894082022
"60",59.014856301978
"61",48.6352733797054
"62",60.0937275562657
"63",51.8905670010183
"64",54.4744942876804
"65",55.5187043924422
"66",51.5400146831514
"67",48.0034590151076
"68",52.5621222256451
"69",54.2525397129667
"70",51.3135401680101
"71",51.2361730034768
"72",54.9913485103959
"73",53.5750175731918
"74",55.3045432845081
"75",53.8388321219484
"76",51.2786688732195
"77",57.9105366972668
"78",56.3153693266196
"79",57.1575767859229
"80",49.7698849780089
"81",56.9879537693333
"82",48.9127052898629
"83",52.3998835723584
"84",49.8831916465708
"85",47.3762406635861
"86",59.4663675562607
"87",52.0398197675437
"88",53.1459563419348
"89",52.8391511890652
"90",55.1600849239382
"91",58.8011725546186
"92",59.0434648673004
"93",50.4491808353182
"94",49.9246282393104
"95",49.461987615837
"96",50.2406853018924
"97",59.8780712314368
"98",54.0229376163983
