"","x"
"1",52.120638567773
"2",54.5509299726662
"3",51.4931141627699
"4",58.7858424064134
"5",54.9885233154461
"6",51.538594847646
"7",55.4622871572855
"8",56.2149741153877
"9",55.7273440549605
"10",53.0838348385309
"11",58.5353435053525
"12",55.1695297092343
"13",52.1362782583746
"14",47.3559003384675
"15",57.3747927544293
"16",53.8651991729543
"17",53.9514292107032
"18",56.8315086320559
"19",56.4636635852943
"20",55.7817039636525
"21",56.7569321148247
"22",56.3464089021932
"23",54.2236949500956
"24",48.0319449124099
"25",55.8594772436841
"26",53.831613781413
"27",53.532613479884
"28",49.5877428483022
"29",52.5655498346741
"30",55.2538246805991
"31",58.0760386545871
"32",53.691636817971
"33",55.1630148346781
"34",53.8385848782513
"35",49.8688213295142
"36",52.755016310101
"37",52.817130138869
"38",53.8220598098664
"39",57.3000761159516
"40",56.2895272453726
"41",53.5064292112392
"42",53.2399149595905
"43",56.0908901262142
"44",55.669989596021
"45",51.9337329163514
"46",51.8775145291136
"47",55.0937458864105
"48",56.3055987735463
"49",53.6629613635493
"50",56.6433231793626
"51",55.1943176411012
"52",52.1639208202477
"53",55.0233590742733
"54",50.6119107117576
"55",58.2990711051031
"56",59.9411996955176
"57",52.8983355706005
"58",50.8675961210504
"59",55.7091588823272
"60",53.5948361883575
"61",61.2048532815143
"62",53.8822799918005
"63",56.0692180873523
"64",54.084006476342
"65",51.7701803733528
"66",54.566376898543
"67",48.5851241133269
"68",58.3966645846887
"69",54.4597600146357
"70",60.5178350110865
"71",55.426528586699
"72",51.8701607072346
"73",55.8321790604672
"74",51.1977071050672
"75",50.2390997992827
"76",54.8743387065524
"77",52.6701243803447
"78",54.0033160548949
"79",54.223023972455
"80",52.2314371614358
"81",52.2939938015445
"82",53.5944641546285
"83",57.5342609897196
"84",49.4292995987107
"85",55.7818385628853
"86",54.9988511136406
"87",57.1892995118291
"88",53.0874482290971
"89",55.1100564297489
"90",54.8012963723167
"91",52.372439907025
"92",57.6236034179495
"93",57.4812078470849
"94",56.100640948545
"95",58.7605003636225
"96",55.6754592766959
"97",50.1702233746259
"98",52.2802037572893
"99",50.3261621553049
"100",52.5797980906821
"101",52.1388999683276
"102",54.1263476194327
"103",51.2672350543427
"104",54.4740863172122
"105",52.0362460682435
"106",59.3018618081179
"107",56.1501224280516
"108",56.7305226884857
"109",55.152556073479
"110",59.0465282415583
"111",52.0927906381531
"112",52.6150658089183
"113",58.296846715625
"114",52.0479109400689
"115",53.3778577691941
"116",52.821576211674
"117",53.0400213943545
"118",53.1626600910703
"119",55.4825649938035
"120",53.4680085531912
"121",52.4821276136572
"122",58.0291164755112
"123",53.3562617743594
"124",53.4613304098698
"125",53.6994277763593
"126",56.1379989211542
"127",53.779306787621
"128",53.8870974855989
"129",51.955018563733
"130",53.027189183261
"131",54.1804813213035
"132",52.233316541221
"133",55.5944885778977
"134",49.4448177546396
"135",54.9196735823693
"136",49.3906505293872
"137",53.0970716194902
"138",52.415160286665
"139",52.043715657957
"140",53.8293096664578
"141",48.25692172296
"142",57.5297499360557
"143",49.005082691364
"144",52.6094087955828
"145",50.6522396848715
"146",51.7475429964197
"147",60.261499636885
"148",54.0521868590798
"149",50.141098408697
"150",49.0781833967443
"151",55.350561303818
"152",53.9443205018561
"153",53.0457948763685
"154",51.2119135576389
"155",49.5376190695755
"156",50.774423110153
"157",57.0000864111417
"158",52.1361999156095
"159",49.8467194578465
"160",59.6078718672707
"161",55.2753011321173
"162",53.2840586972609
"163",57.1754491461271
"164",56.6592679541248
"165",52.1422708553066
"166",60.6183073936214
"167",53.234918909577
"168",49.7265160493616
"169",53.5668011941373
"170",54.622615017697
"171",60.9239351971781
"172",54.3174071036811
"173",55.3709964162702
"174",53.7685411939304
"175",52.9979974729004
"176",53.8958219150662
"177",56.3629188168905
"178",60.2257350259569
"179",57.0821773162913
"180",57.6237251951601
"181",50.3060297353259
"182",56.9516867101601
"183",54.659774410982
"184",49.5982499127233
"185",55.5630682279444
"186",53.523736185852
"187",58.3937619359094
"188",51.701754001186
"189",52.7093647382144
"190",51.2216715078677
"191",53.4686881156904
"192",55.206035338459
"193",51.8047554806412
"194",56.491119503945
"195",50.3757516410866
"196",50.8560467615768
"197",58.3234731205328
"198",50.952457604086
"199",55.2359241369525
"200",52.8567718466732
"201",55.2282055189528
"202",59.0666198586121
"203",58.7597653003259
"204",53.0072765979517
"205",47.1442933941226
"206",61.4929847695025
"207",56.0011985002965
"208",55.6239820078911
"209",53.9598014305623
"210",55.5303252688588
"211",53.506872504691
"212",55.2620839297635
"213",52.7992597680671
"214",49.8893763673576
"215",56.9635148023646
"216",58.5592350764986
"217",53.0737782923232
"218",50.2401307331769
"219",55.9267239170335
"220",53.8658725893181
"221",48.8003447795255
"222",54.0063955790408
"223",52.1090989982156
"224",52.9770942604188
"225",50.5302829120924
"226",59.4094257237524
"227",53.0066038908263
"228",49.1834597632408
"229",54.5915803162184
"230",54.7895269392164
"231",51.0425198987721
"232",45.3332379849614
"233",52.0785548923047
"234",55.7115229077615
"235",53.8208301718722
"236",53.7054637679843
"237",55.6824621858603
"238",50.4406240842616
"239",57.2903311328227
"240",53.9839679151655
"241",56.1219320021942
"242",57.1023232042124
"243",54.6704412447459
"244",51.3638771614019
"245",57.488893667902
"246",47.9995051656436
"247",52.3656277799948
"248",53.232987872529
"249",53.501636889705
"250",57.0613917263523
"251",54.4086656793083
"252",55.2215028102715
"253",53.7910355609613
"254",53.257006975142
"255",56.0866524198589
"256",57.4386850716474
"257",46.7907113553244
"258",55.7182186657375
"259",55.124173220336
"260",52.7241968353318
"261",56.8530384227304
"262",52.8322884548449
"263",53.1470080146013
"264",56.5722293342394
"265",59.1588818973618
"266",54.8101647028117
"267",52.7334479706371
"268",50.4326601154212
"269",53.006901063363
"270",51.1805120204699
"271",53.2232022506436
"272",55.1831375046647
"273",51.4444287239284
"274",61.9475006432846
"275",54.4680350269952
"276",57.3906218023648
"277",47.1326280604797
"278",56.2230034715863
"279",50.0512645186453
"280",56.7594110328274
"281",55.1943904663559
"282",52.7774142621907
"283",57.9727758905318
"284",51.8963049922592
"285",52.2581570872784
"286",50.9967834569237
"287",51.9954641797398
"288",56.8355548601192
"289",55.3011064486355
"290",57.0154776530311
"291",52.829644007839
"292",55.1291108753239
"293",54.7324947734595
"294",49.7212279728524
"295",59.3352878624264
"296",54.403342982801
"297",56.2967969974736
"298",56.8654100307269
"299",53.8483028956732
"300",53.0825537406991
"301",56.6810211072765
"302",50.8581055528161
"303",59.9140121586725
"304",52.8491036811349
"305",58.962435906825
"306",58.5366380818519
"307",54.2488972007577
"308",55.7016627445545
"309",50.9263545613966
"310",54.9690195090673
"311",57.1308373750686
"312",54.2972354606916
"313",52.6375892725369
"314",52.0326544426487
"315",53.8922327321325
"316",57.2074843820304
"317",52.5480752090962
"318",53.6369696660177
"319",50.1175799885375
"320",55.4829385080446
"321",57.9237045603424
"322",58.4911230282083
"323",56.4441081926921
"324",48.3906336293922
"325",55.4460885123713
"326",55.3684068099036
"327",52.9397991425103
"328",54.5114684128439
"329",51.4078921376193
"330",56.037692322047
"331",53.0186969560407
"332",49.2927534445681
"333",52.8976477314886
"334",58.0933047872095
"335",52.9971559058065
"336",56.1982501266273
"337",56.8397569205934
"338",54.0131961129791
"339",52.9430330833505
"340",52.4109134725995
"341",56.2187676767244
"342",50.8096277535516
"343",54.7386325306092
"344",53.1315019003071
"345",47.2053319305362
"346",49.7734486317804
"347",56.7480579863777
"348",53.4261631483944
"349",56.4098496484009
"350",59.6624233899258
"351",58.4216435433274
"352",56.031805476939
"353",55.1398880597002
"354",53.421604720628
"355",58.7336753847132
"356",55.7887023279554
"357",50.4792691773859
"358",53.533072395329
"359",48.2432705391905
"360",53.4142234616681
"361",46.223016990162
"362",57.9420065015942
"363",52.0933709969036
"364",52.7100634839174
"365",53.4920450030941
"366",55.8366545219674
"367",56.0350205316681
"368",55.703855917415
"369",52.2823721882216
"370",49.910126231165
"371",52.8338332669863
"372",54.8337423973516
"373",51.5307566352839
"374",53.7934771965646
"375",50.4970130216106
"376",53.9750729573532
"377",54.3865662047922
"378",53.562373114617
"379",53.5082671297918
"380",59.2906560083548
"381",56.287759537255
"382",57.3342932421919
"383",51.2303791415105
"384",54.4930255152839
"385",57.4644755612918
"386",53.8304357264205
"387",47.611918055296
"388",55.0345372862984
"389",48.2851336632434
"390",51.5664895405793
"391",57.9720129638988
"392",55.846910547908
"393",57.2750068666061
"394",54.9198145845409
"395",53.6695237125514
"396",51.2270616806181
"397",58.7787412611576
"398",54.1350317943656
"399",51.8546147979964
"400",56.5956692991514
"401",57.2233228748337
"402",59.6869643225957
"403",52.1910080891847
"404",52.8273965378306
"405",52.7513339054094
"406",52.8730277315388
"407",52.9001071628929
"408",53.1129676418973
"409",58.3254612305996
"410",51.9073851242609
"411",52.8354974822359
"412",55.9576093565146
"413",57.3743173396054
"414",51.6836675909282
"415",52.4757413515851
"416",55.5708617714941
"417",57.0532626796139
"418",53.2465062357361
"419",49.7100196578342
"420",59.1273630963026
"421",58.3052087169349
"422",51.8688865624504
"423",53.8047972790333
"424",48.7215937939022
"425",55.7091689154573
"426",58.8370403946054
"427",49.0881580586858
"428",51.6612944603948
"429",52.0764691987483
"430",51.9566058192865
"431",47.9001432131462
"432",55.5028906777437
"433",49.4046055801028
"434",53.9250070821652
"435",55.7789541630759
"436",53.4054137355461
"437",56.6760251774206
"438",53.9228547872455
"439",52.057018648243
"440",55.9390782451039
"441",52.6985017799112
"442",59.3178335549355
"443",53.945220866511
"444",56.5584449808016
"445",54.6154887097321
"446",44.9758542032386
"447",49.9016642060131
"448",52.7276932195656
"449",54.7104109912367
"450",46.9718306389231
"451",56.8850899001421
"452",52.1867227984367
"453",51.7413681619113
"454",49.3331652223673
"455",49.6383187859968
"456",54.1689955081632
"457",55.5281082200217
"458",47.7063511206471
"459",50.986914061652
"460",55.6073151667578
"461",52.6408887460502
"462",60.4961055054518
"463",57.7372400182443
"464",55.7864941022088
"465",54.0146533486146
"466",54.8380823461658
"467",51.8822816241971
"468",55.8840514588718
"469",58.4406418802571
"470",57.2502897302498
"471",51.5602672300077
"472",49.1433694523292
"473",53.6710329015353
"474",55.3226681127509
"475",58.0529819394258
"476",50.0441715463993
"477",55.0931537778223
"478",54.7004995052656
"479",57.5818657837772
"480",53.9162700836113
"481",52.9281034364872
"482",50.5595575916449
"483",52.4477385492191
"484",52.9136286822652
"485",61.0516629773673
"486",61.3395941270999
"487",53.4998901615472
"488",50.8689976828143
"489",48.081195197776
"490",55.5440149003141
"491",50.7282792487954
"492",60.8539779766331
"493",51.3431472820261
"494",54.3333192892372
"495",65.430830042132
"496",50.6732700061702
"497",54.9226998732644
"498",50.6793165833245
"499",55.0429609464659
"500",51.3802063948139
"501",54.2319093682108
"502",53.1093940735301
"503",50.450273278702
"504",54.0338780652717
"505",56.9748031081781
"506",58.7819023617112
"507",49.8818661872125
"508",53.251167200873
"509",57.4782735805667
"510",50.6573329564692
"511",46.4144979334488
"512",51.1922923244601
"513",51.0982816261933
"514",54.1424657769834
"515",52.7887896195059
"516",54.6944883847339
"517",52.7328827762198
"518",55.1223551840859
"519",52.901982675009
"520",57.5703043395632
"521",51.7880174242283
"522",54.8719999363178
"523",51.3454512951466
"524",54.6240194366125
"525",53.8568094825644
"526",48.9464380615842
"527",53.5673203301431
"528",57.5406409965079
"529",56.0441997695985
"530",54.4297428926627
"531",50.4230506688613
"532",57.5076859583673
"533",54.2376051268361
"534",52.644678741694
"535",58.9260846384023
"536",51.6912230352014
"537",54.9100828822735
"538",57.8452122635505
"539",55.8066683855113
"540",53.0789332063895
"541",52.7447456897321
"542",55.0654065901383
"543",55.5404433437987
"544",54.0558222009862
"545",57.95534691677
"546",53.8025040004855
"547",51.8991117650469
"548",55.611978394564
"549",47.3946530329382
"550",55.1759212313952
"551",55.4908828572712
"552",53.3253758537103
"553",50.6485705040043
"554",52.8150161900584
"555",58.6494910267089
"556",51.769456560604
"557",47.0048636468113
"558",56.4367363266276
"559",52.4960680283959
"560",52.4673403021429
"561",50.353907876535
"562",53.9323241149583
"563",56.1037179012891
"564",52.2375539232306
"565",52.1798161757436
"566",57.2899206450009
"567",53.2574709687591
"568",53.5202948600303
"569",52.1226652477948
"570",56.7013039068007
"571",51.0174191122013
"572",56.5477511576411
"573",56.4171068669293
"574",52.5971971920263
"575",56.54526094117
"576",56.9603095907881
"577",55.7268608655581
"578",60.0745261362545
"579",48.1129404263249
"580",50.5052372080872
"581",49.8704423588075
"582",54.5030398034093
"583",58.7538872374791
"584",59.0336668589287
"585",55.4648900951849
"586",56.636019787681
"587",53.5653753779104
"588",55.4069152802226
"589",55.1287064313885
"590",51.7168791748306
"591",53.1201151987474
"592",53.5954762067774
"593",58.1815374485191
"594",50.8890339309051
"595",47.656994556589
"596",56.3048346546132
"597",51.5515181377395
"598",52.6916792305183
"599",56.7141150938484
"600",51.7107412063551
"601",52.9767990610866
"602",58.5072736027038
"603",55.5849231369492
"604",55.6265740663929
"605",53.5899799328464
"606",50.5897984400918
"607",49.5101185369326
"608",53.3298430693302
"609",60.0051576833186
"610",54.6651114486409
"611",54.4931187277392
"612",54.99787082655
"613",52.8443760027257
"614",49.8037379203263
"615",62.0272223875555
"616",52.7289417339541
"617",53.1041954642008
"618",48.6229748194411
"619",53.2559753247957
"620",53.2580882448762
"621",53.233468864421
"622",48.6391856997223
"623",59.3539884480743
"624",59.2907590432376
"625",56.0688006658023
"626",50.6977780667282
"627",56.1435280706934
"628",53.2605890491979
"629",53.0406415022184
"630",58.0879328788641
"631",50.316352230052
"632",52.4663423017486
"633",51.8064150028051
"634",54.0592560206304
"635",49.28140825587
"636",51.8900001905151
"637",56.147796266723
"638",55.3956447192693
"639",51.0782930807871
"640",55.677653191405
"641",46.702080763783
"642",52.9785452198936
"643",56.1390995845507
"644",52.0228878405326
"645",53.8907921323005
"646",49.2201410954193
"647",56.5433783917433
"648",48.4488334540182
"649",53.0290481049291
"650",53.2342556624905
"651",54.1827636819202
"652",51.5295251129434
"653",59.4891914545081
"654",49.7102513526555
"655",54.7624114290138
"656",45.1806789139921
"657",54.0072474268304
"658",55.5289967137858
"659",50.7458399966581
"660",56.1144989306327
"661",54.9929290499826
"662",56.9289824189291
"663",51.4699803588038
"664",51.0882602854113
"665",48.6854059540712
"666",53.0325889750622
"667",49.9835977729365
"668",56.0644680844382
"669",54.2138419567517
"670",60.5692570778375
"671",50.5268772020956
"672",57.545064192277
"673",52.4178949151755
"674",49.6301159660677
"675",55.7189021114795
"676",49.6998668859834
"677",50.8344449444205
"678",51.8006643677341
"679",54.6327217927539
"680",51.003237818817
"681",57.2335509696169
"682",50.4030768524764
"683",54.6499111055541
"684",54.4292610893668
"685",50.8027497268411
"686",52.7141297678947
"687",52.031461569686
"688",56.8781829805728
"689",58.6681579083067
"690",50.8776106986353
"691",56.7917172256207
"692",53.7736622069634
"693",48.0984139528471
"694",51.7322890720644
"695",55.3834474815203
"696",54.4353198931436
"697",46.6730660367557
"698",55.7409560563547
"699",55.9651559954602
"700",53.0864734882217
"701",51.8772953021481
"702",59.9147160434347
"703",53.7300039580568
"704",53.9579482442042
"705",50.6296291886695
"706",49.9676096298714
"707",49.4305326868137
"708",52.7340953688535
"709",58.0827733922429
"710",59.2613845360046
"711",58.7050942030584
"712",57.8902667098432
"713",53.2872112456692
"714",50.3275495929579
"715",53.0165619595798
"716",46.7626491711832
"717",53.0586213796698
"718",58.9796361139371
"719",54.3928593018226
"720",57.2876660480688
"721",55.4680228708317
"722",51.663269113654
"723",59.2306780587881
"724",53.7648381440068
"725",51.0733386224324
"726",54.2119794742157
"727",49.4442014135304
"728",56.591337098374
"729",55.5047051560931
"730",52.935656011059
"731",52.5347133372264
"732",56.8088818418781
"733",50.8127748407336
"734",51.0485373848868
"735",55.2727436310602
"736",52.6460595583421
"737",56.7752543901717
"738",53.4041375705631
"739",57.5845530507012
"740",55.4866341155405
"741",47.2645422777211
"742",49.9938859187453
"743",57.8483256185331
"744",56.0723877125211
"745",51.0988119964251
"746",49.9626189449397
"747",57.1009961679472
"748",51.5646706210108
"749",59.4051764358545
